time;ax1;ay1;az1;ax2;ay2;az2;ax3;ay3;az3;ax4;ay4;az4;ax5;ay5;az5;ax6;ay6;az6;gesto
6.7722203731536865;-0.0244140625-5.046153846153846;-0.996337890625-0.4461538461538462;-0.108154296875-1.2461538461538462;-0.72998046875-8.169230769230769;0.5500488281253.830769230769231;-0.2785644531251.4;-0.8291015625-5.553846153846154;0.46630859375-0.046153846153846156;0.033935546875-1.4307692307692308;0.367431640625-10.923076923076923;0.1894531251.4;0.9465332031250.23076923076923078;-0.337158203125-6.969230769230769;0.892089843751.876923076923077;-0.1904296875-0.4;0.041748046875-8.23076923076923;0.85693359375-0.7384615384615385;0.431396484375-0.23076923076923078;teste
72.46927571296692;-0.0234375-4.861538461538461;-1.0-0.2;-0.1162109375-1.0615384615384615;-0.725341796875-8.569230769230769;0.55175781254.153846153846154;-0.2932128906251.2;-0.828857421875-5.876923076923077;0.464843750.26153846153846155;0.04833984375-1.2923076923076924;0.371337890625-10.938461538461539;0.191406251.5692307692307692;0.949707031250.2153846153846154;-0.332763671875-7.030769230769231;0.8928222656251.7076923076923076;-0.18212890625-0.3230769230769231;0.04248046875-8.646153846153846;0.85888671875-0.5076923076923077;0.45068359375-0.18461538461538463;
79.08755874633789;-0.025146484375-4.876923076923077;-0.998046875-0.12307692307692308;-0.1171875-1.0;-0.731201171875-8.861538461538462;0.55468754.3538461538461535;-0.283691406251.0153846153846153;-0.830322265625-5.246153846153846;0.4667968750.5076923076923077;0.038330078125-1.0923076923076922;0.362548828125-10.430769230769231;0.1882324218751.5076923076923077;0.954345703125-0.15384615384615385;-0.33984375-6.769230769230769;0.8864746093752.4153846153846152;-0.181640625-0.38461538461538464;0.041748046875-8.015384615384615;0.853271484375-1.1076923076923078;0.4406738281250.015384615384615385;gesto
