time;ax1;ay1;az1;ax2;ay2;az2;ax3;ay3;az3;ax4;ay4;az4;ax5;ay5;az5;ax6;ay6;az6;gesto
20.3269145488739;-0.037841796875-5.6;-0.990722656250.0;-0.1005859375-1.3692307692307693;-0.80126953125-8.661538461538461;0.430175781254.938461538461539;0.3557128906250.35384615384615387;-0.29541015625-6.153846153846154;0.482666015625-0.23076923076923078;0.787109375-1.6153846153846154;0.369384765625-11.338461538461539;0.1643066406251.6307692307692307;0.9541015625-0.18461538461538463;-0.34521484375-6.569230769230769;0.9025878906251.5538461538461539;-0.018310546875-0.6;0.04052734375-8.846153846153847;0.822265625-0.4307692307692308;0.48388671875-0.676923076923077;felipe
